Tag/category id,Label,Description,Parent tag/category,Product/service id,Ref.,Label,Manufacture Type,
1,BLANK,,0,4,606B,Black Liberty 20oz - Blank,,
1,BLANK,,0,5,609B ,White Liberty 20oz - Blank,,
1,BLANK,,0,6,612B ,Silver Liberty 20oz - Blank,,
1,BLANK,,0,7,615B ,Royal Blue Liberty 20oz - Blank,,
1,BLANK,,0,8,618B ,Red Liberty 20oz - Blank,,
1,BLANK,,0,9,703B,White Napa 12oz - Blank,,
1,BLANK,,0,10,706B,Silver Napa 12oz - Blank,,
1,BLANK,,0,11,903B ,Black Tundra 26oz - Blank,,
1,BLANK,,0,12,906B ,White Tundra 26oz - Blank,,
1,BLANK,,0,66,503B,Black Taylor 20oz  -  Blank,,
1,BLANK,,0,352,621B,Black Tahoe 20oz - Blank,,
1,BLANK,,0,358,624B,White Tahoe 20oz - Blank,,
1,BLANK,,0,364,627B,Silver Tahoe 20oz - Blank,,
1,BLANK,,0,370,630B,Royal Blue Tahoe 20oz - Blank,,
1,BLANK,,0,375,633B,Red Tahoe 20oz - Blank,,
1,BLANK,,0,381,709B,White Aspen 12oz - Blank,,
1,BLANK,,0,387,712B,Silver Aspen 12oz - Blank,,
1,BLANK,,0,393,LWB202B,Black Polar Camel 32oz - Blank,,
1,BLANK,,0,399,LWB203B,Red Polar Camel 32oz - Blank,,
1,BLANK,,0,404,LWB204B,Royal Blue Polar Camel 32oz - Blank,,
1,BLANK,,0,407,LWB205B,Hot Pink Polar Camel 32oz - Blank,,
1,BLANK,,0,410,LWB211B,Navy Polar Camel 32oz - Blank,,
1,BLANK,,0,413,LWB212B,Orange Polar Camel 32oz - Blank,,
1,BLANK,,0,416,LWB213B,Maroon Polar Camel 32oz - Blank,,
1,BLANK,,0,419,LWB214B,White Polar Camel 32oz - Blank,,
1,BLANK,,0,422,LWB215B,Green Polar Camel 32oz - Blank,,
1,BLANK,,0,425,LWB216B,Yellow Polar Camel 32oz - Blank,,
1,BLANK,,0,1116,403B,Black Kendal 20oz - Blank,,
1,BLANK,,0,1117,406B,White Kendal 20oz - Blank,,
1,BLANK,,0,1118,409B,Red Kendal 20oz - Blank,,
1,BLANK,,0,1119,412B,Royal Blue Kendal 20oz - Blank,,
1,BLANK,,0,1120,415B,Maroon Kendal 20oz - Blank,,
1,BLANK,,0,1121,427B,Dark Pink Kendal 20oz - Blank,,
1,BLANK,,0,1122,430B,Black Alpine 30oz - Blank,,
1,BLANK,,0,1123,433B,White Alpine 30oz - Blank,,
1,BLANK,,0,1124,439B,Royal Blue Alpine 30oz - Blank,,
1,BLANK,,0,1125,442B,Maroon Alpine 30oz - Blank,,
1,BLANK,,0,1126,448B,Gold Kendal 20oz - Blank,,
1,BLANK,,0,1127,454B,Purple Kendal 20oz - Blank,,
1,BLANK,,0,1128,460B,Silver Kendal 20oz - Blank,,
1,BLANK,,0,1129,463B,Silver Alpine 30oz - Blank,,
1,BLANK,,0,1145,803B,Black St. Regis 26oz - Blank,,
1,BLANK,,0,1146,806B,White St. Regis 26oz - Blank,,
1,BLANK,,0,1147,853B,White Soho 12oz - Blank,,
1,BLANK,,0,1148,856B,Pewter Soho 12oz - Blank,,
1,BLANK,,0,1149,859B,Rose Gold Soho 12oz - Blank,,
1,BLANK,,0,1150,862B,Cranberry Soho 12oz - Blank,,
1,BLANK,,0,1151,865B,Sea Green Soho 12oz - Blank,,
1,BLANK,,0,1152,868B,Cobalt Blue Soho 12oz - Blank,,
1,BLANK,,0,1483,LWB209B,Purple Polar Camel 32oz - Blank,,
1,BLANK,,0,1502,LWB207B,Light Blue Polar Camel 32oz - Blank,,
1,BLANK,,0,1503,LWB210B,Gray Polar Camel 32oz - Blank,,
2,CUSTOM,,0,1,DP610,Silver Liberty 20oz ,2,
2,CUSTOM,,0,2,LE604 ,Black Liberty 20oz ,1,
2,CUSTOM,,0,3,LE701,White Napa 12oz,1,
2,CUSTOM,,0,64,LE501,Black Taylor 20oz,1,
2,CUSTOM,,0,65,LE502,Black Taylor 20oz,1,
2,CUSTOM,,0,67,LE605,Black Liberty 20oz  ,1,
2,CUSTOM,,0,68,LE607,White Liberty 20oz  ,1,
2,CUSTOM,,0,69,LE608,White Liberty 20oz  ,1,
2,CUSTOM,,0,70,DP611,Silver Liberty 20oz ,2,
2,CUSTOM,,0,71,LE613,Royal Blue Liberty 20oz  ,1,
2,CUSTOM,,0,72,LE614,Royal Blue Liberty 20oz  ,1,
2,CUSTOM,,0,73,LE616,Red Liberty 20oz  ,1,
2,CUSTOM,,0,74,LE617,Red Liberty 20oz  ,1,
2,CUSTOM,,0,75,LE702,White Napa 12oz,1,
2,CUSTOM,,0,76,DP704,Silver Napa 12oz,2,
2,CUSTOM,,0,77,DP705,Silver Napa 12oz,2,
2,CUSTOM,,0,78,LE901,Black Tundra 26oz  ,1,
2,CUSTOM,,0,79,LE902,Black Tundra 26oz  ,1,
2,CUSTOM,,0,80,LE904,White Tundra 26oz  ,1,
2,CUSTOM,,0,81,LE905,White Tundra 26oz  ,1,
2,CUSTOM,,0,348,LE619,Black Tahoe 20oz,,
2,CUSTOM,,0,350,LE6020,Black Tahoe 20oz,,
2,CUSTOM,,0,354,LE622,White Tahoe 20oz,,
2,CUSTOM,,0,356,LE623,White Tahoe 20oz,,
2,CUSTOM,,0,360,DP625,Silver Tahoe 20oz,,
2,CUSTOM,,0,362,DP626,Silver Tahoe 20oz,,
2,CUSTOM,,0,366,LE628,Royal Blue Tahoe 20oz,,
2,CUSTOM,,0,368,LE629,Royal Blue Tahoe 20oz,,
2,CUSTOM,,0,371,LE401,Black Kendal - Custom,,
2,CUSTOM,,0,372,LE631,Red Tahoe 20oz,,
2,CUSTOM,,0,373,LE402,Black Kendal - Custom #2,,
2,CUSTOM,,0,374,LE632,Red Tahoe 20oz ,,
2,CUSTOM,,0,376,LE404,White Kendal - Custom,,
2,CUSTOM,,0,377,LE707,White Aspen 12oz,,
2,CUSTOM,,0,378,LE405,White Kendal - Custom #2,,
2,CUSTOM,,0,379,LE708,White Aspen 12oz,,
2,CUSTOM,,0,380,LE452,Purple Kendal - Custom,,
2,CUSTOM,,0,382,LE453,Purple Kendal - Custom #2,,
2,CUSTOM,,0,383,DP710,Silver Aspen 12oz,,
2,CUSTOM,,0,384,LE428,Black Alpine - Custom ,,
2,CUSTOM,,0,385,DP711,Silver Aspen 12oz,,
2,CUSTOM,,0,386,LE429,Black Alpine - Custom #2,,
2,CUSTOM,,0,388,LE431,White Alpine - Custom ,,
2,CUSTOM,,0,389,LE432,White Alpine - Custom #2,,
2,CUSTOM,,0,390,LELWB202_-_1,Black Polar Camel 32oz,,
2,CUSTOM,,0,391,DP461,Silver Alpine - Custom,,
2,CUSTOM,,0,392,LELWB202 - 2,Black Polar Camel 32oz ,,
2,CUSTOM,,0,394,DP462,Silver Alpine - Custom #2,,
2,CUSTOM,,0,395,LE801,Black St. Regis - Custom,,
2,CUSTOM,,0,396,LELWB203_-_1,Red Polar Camel 32oz,,
2,CUSTOM,,0,397,LE804,White St. Regis -Custom,,
2,CUSTOM,,0,398,LELWB203 - 2,Red  Polar Camel 32oz ,,
2,CUSTOM,,0,402,LELWB204 - 1,Royal Blue Polar Camel 32oz ,,
2,CUSTOM,,0,403,LELWB204 - 2,Royal Blue Polar Camel 32oz ,,
2,CUSTOM,,0,405,LELWB205 - 1,Hot Pink Polar Camel 32oz ,,
2,CUSTOM,,0,406,LELWB205 - 2,Hot Pink Polar Camel 32oz ,,
2,CUSTOM,,0,408,LELWB211 - 1,Navy Blue Polar Camel 32oz ,,
2,CUSTOM,,0,409,LELWB211 - 2,Navy Blue Polar Camel 32oz,,
2,CUSTOM,,0,411,LELWB212 - 1,Orange Polar Camel 32oz ,,
2,CUSTOM,,0,412,LELWB212 - 2,Orange Polar Camel 32oz ,,
2,CUSTOM,,0,414,LELWB213 - 1,Maroon Polar Camel 32oz ,,
2,CUSTOM,,0,415,LELWB213 - 2,Maroon Polar Camel 32oz,,
2,CUSTOM,,0,417,LELWB214 - 1,White Polar Camel 32oz ,,
2,CUSTOM,,0,418,LELWB214 - 2,White Polar Camel 32oz ,,
2,CUSTOM,,0,420,LELWB215 - 1,Green Polar Camel 32oz ,,
2,CUSTOM,,0,421,LELWB215 - 2,Green Polar Camel 32oz ,,
2,CUSTOM,,0,423,LELWB216 - 1,Yellow Polar Camel 32oz ,,
2,CUSTOM,,0,424,LELWB216 - 2,Yellow Polar Camel 32oz ,,
2,CUSTOM,,0,1256,DP401,Black Kendal 20oz -,,
2,CUSTOM,,0,1257,DP402,Black Kendal 20oz,,
2,CUSTOM,,0,1258,DP404,White Kendal 20oz,,
2,CUSTOM,,0,1259,DP405,White Kendal 20oz,,
2,CUSTOM,,0,1260,DP407,Red Kendal 20oz,,
2,CUSTOM,,0,1261,DP408,Red Kendal 20oz,,
2,CUSTOM,,0,1262,DP410,Royal Blue Kendal 20oz,,
2,CUSTOM,,0,1263,DP411,Royal Blue Kendal 20oz,,
2,CUSTOM,,0,1264,DP413,Maroon Kendal 20oz,,
2,CUSTOM,,0,1265,DP414,Maroon Kendal 20oz,,
2,CUSTOM,,0,1266,DP419,Hunter Green Kendal 20oz,,
2,CUSTOM,,0,1267,DP420,Hunter Green Kendal 20oz,,
2,CUSTOM,,0,1268,DP425,Dark Pink Kendal 20oz,,
2,CUSTOM,,0,1269,DP426,Dark Pink Kendal 20oz,,
2,CUSTOM,,0,1270,DP428,Black Alpine 30oz,,
2,CUSTOM,,0,1271,DP429,Black Alpine 30oz,,
2,CUSTOM,,0,1272,DP431,White Alpine 30oz,,
2,CUSTOM,,0,1273,DP432,White Alpine 30oz,,
2,CUSTOM,,0,1274,DP437,Royal Blue Alpine 30oz,,
2,CUSTOM,,0,1275,DP438,Royal Blue Alpine 30oz,,
2,CUSTOM,,0,1276,DP440,Maroon Alpine 30oz,,
2,CUSTOM,,0,1277,DP441,Maroon Alpine 30oz,,
2,CUSTOM,,0,1278,DP446,Gold Kendal 20oz,,
2,CUSTOM,,0,1279,DP447,Gold Kendal 20oz,,
